script,grapheme,IPA,comment,source,omniglot
Sinhala,අ,a,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,අ,ə,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ආ,aː,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ඇ,æ,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ඈ,æː,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ඉ,i,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ඊ,iː,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,උ,u,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ඌ,uː,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,එ,e,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ඒ,eː,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ඔ,o,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ඕ,oː,,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ා,aː ,dependent form,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ැ,æ,dependent form,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ෑ,æː,dependent form,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ි,i,dependent form,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ී,iː,dependent form,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
Sinhala,ු,u,dependent form,Chandralal 2010: 21-28.,http://www.omniglot.com/writing/sinhala.htm
